File,Name,Module,Trap OIDs,Numerical Representation,Description
ciscoLwappDot11ClientAssocTrap,CISCO-LWAPP-DOT11-CLIENT-MIB,current,.1.3.6.1.4.1.9.9.599.0.9,"cldcClientTrapEventTime, cldcClientMacAddress, cldcClientByIpAddressType, cldcClientByIpAddress, cldcClientPolicyType, cldcClientStatus, cldcClientAID, cldcApMacAddress, cLApDot11IfSlotId, cldcClientSSID, cldcClientAuthenticationAlgorithm, cldcClientEncryptionCypher, cldcClientPortNumber, cldcClientAnchorAddressType, cldcClientAnchorAddress, cldcClientEssIndex, cldcClientWlanProfileName, cldcClientWgbStatus, cldcClientWgbMacAddress, cldcClientCcxVersion, cldcClientE2eVersion, cldcClientInterface, cldcClient80211uCapable, cldcClientMobilityStatus, cldcClientRSSI, cldcClientSNR, cldcClientSecurityPolicyStatus, cldcClientLoginTime, cldcClientAssocTime, cldcClientCurrentTxRateSet, cldcClientDataRateSet, cldcClientHreapApAuth, cldccCcxFoundationServiceVersion, cldccCcxLocationServiceVersion, cldccCcxVoiceServiceVersion, cldccCcxManagementServiceVersion, cldcClientDataSwitching, cldcClientAuthentication, cLApDot11RadioChannelNumber, cLApIfLoadChannelUtilization, cLApLocation, cLAPGroupVlanName, cLApSubMode, cldcClientIPAddress, cldcClientSessionId, cldcClientVlanId, cldcClientProtocol, cldcClientEapType, cldcClientPolicyErrors, cldcClientDataRetries, cldcClientRtsRetries, cldcClientDataBytesSent, cldcClientDataBytesReceived, cldcClientDataPacketsSent, cldcClientDataPacketsReceived, cldcClientTxDataBytesDropped, cldcClientRxDataBytesDropped, cldcClientTxDataPacketsDropped, cldcClientRxDataPacketsDropped",The notification shall be sent when the Station associats to controller.
ciscoLwappDot11ClientDeAuthenticatedTrap,CISCO-LWAPP-DOT11-CLIENT-MIB,current,.1.3.6.1.4.1.9.9.599.0.10,"cldcClientTrapEventTime, cldcClientUpTime, cldcClientMacAddress, cldcClientByIpAddressType, cldcClientByIpAddress, cldcClientPostureState, cldcClientProtocol, cldcClientVlanId, cldcClientPolicyType, cldcClientEapType, cldcClientStatus, cldcClientAID, cldcApMacAddress, cLApDot11IfSlotId, cldcClientSSID, cldcClientAuthenticationAlgorithm, cldcClientWepState, cldcClientEncryptionCypher, cldcClientPortNumber, cldcClientAnchorAddressType, cldcClientAnchorAddress, cldcClientEssIndex, cldcClientWlanProfileName, cldcClientWgbStatus, cldcClientWgbMacAddress, cldcClientCcxVersion, cldcClientE2eVersion, cldcClientInterface, cldcClient80211uCapable, cldcClientMobilityStatus, cldcClientRSSI, cldcClientSNR, cldcClientDataRetries, cldcClientRtsRetries, cldcClientUsername, cldcDOT11ClientReasonCode, cldcClientStatusCode, cldcClientDeleteAction, cldcClientSecurityPolicyStatus, cldcClientNacState, cldcClientLoginTime, cldcClientAssocTime, cldcClientCurrentTxRateSet, cldcClientDataRateSet, cldcClientHreapApAuth, cldccCcxFoundationServiceVersion, cldccCcxLocationServiceVersion, cldccCcxVoiceServiceVersion, cldccCcxManagementServiceVersion, cldcClientDataSwitching, cldcClientAuthentication, cldcClientByIpAddressDiscoverType, cldcClientByIpAddressLastSeen, cldcClientPowerSaveMode, cLApDot11RadioChannelNumber, cLApIfLoadChannelUtilization, cLApLocation, cLAPGroupVlanName, cLApSubMode, cldcClientIPAddress, cldcClientPolicyErrors, cldcClientPolicyManagerState, cldcClientDataBytesSent, cldcClientDataBytesReceived, cldcClientDataPacketsSent, cldcClientDataPacketsReceived, cldcClientTxDataBytesDropped, cldcClientRxDataBytesDropped, cldcClientTxDataPacketsDropped, cldcClientRxDataPacketsDropped, cldcClientSessionId",The notification shall be sent when the Station gets de-authenticated.
ciscoLwappDot11ClientMovedToRunStateNewTrap,CISCO-LWAPP-DOT11-CLIENT-MIB,current,.1.3.6.1.4.1.9.9.599.0.11,"cldcClientTrapEventTime, cldcClientMacAddress, cldcClientByIpAddressType, cldcClientByIpAddress, cldcClientPostureState, cldcClientProtocol, cldcClientVlanId, cldcClientPolicyType, cldcClientEapType, cldcClientStatus, cldcClientAID, cldcApMacAddress, cLApDot11IfSlotId, cldcClientWlanProfileName, cldcClientAuthenticationAlgorithm, cldcClientWepState, cldcClientEncryptionCypher, cldcClientPortNumber, cldcClientAnchorAddressType, cldcClientAnchorAddress, cldcClientEssIndex, cldcClientWgbStatus, cldcClientWgbMacAddress, cldcClientCcxVersion, cldcClientE2eVersion, cldcClient80211uCapable, cldcClientMobilityStatus, cldcClientRSSI, cldcClientSNR, cldcClientDataRetries, cldcClientRtsRetries, cldcClientUsername, cldcClientStatusCode, cldcClientSecurityPolicyStatus, cldcClientNacState, cldcClientLoginTime, cldcClientDataRateSet, cldcClientHreapApAuth, cldccCcxFoundationServiceVersion, cldccCcxLocationServiceVersion, cldccCcxVoiceServiceVersion, cldccCcxManagementServiceVersion, cldcClientDataSwitching, cldcClientAuthentication, cldcClientByIpAddressDiscoverType, cldcClientByIpAddressLastSeen, cldcClientPowerSaveMode, cLApDot11RadioChannelNumber, cLApIfLoadChannelUtilization, cLApSubMode, cldcClientIPAddress, cldcClientPolicyManagerState, cldcClientPmipNai, cldcClientPmipState, cldcClientPmipInterface, cldcClientPmipHomeAddrType, cldcClientPmipHomeAddr, cldcClientPmipAtt, cldcClientPmipLocalLinkId, cldcClientPmipDomainName, cldcClientPmipLmaName, cldcClientPmipUpKey, cldcClientPmipDownKey, cldcClientPmipLifeTime, cLMobilityExtMCClientAnchorMCPrivateAddressType, cLMobilityExtMCClientAnchorMCPrivateAddress, cLMobilityExtMCClientAssociatedMAAddressType, cLMobilityExtMCClientAssociatedMAAddress, cLMobilityExtMCClientAssociatedMCAddressType, cLMobilityExtMCClientAssociatedMCAddress, cLMobilityExtMCClientAssociatedMCGroupId, cLMobilityExtMCClientAnchorMCGroupId, cldcClientPmipDataValid, cldcClientMobilityExtDataValid, cldcClientSessionId",The notification shall be sent when the Station moves to run or authenticated state.
ciscoLwappDot11ClientMobilityTrap,CISCO-LWAPP-DOT11-CLIENT-MIB,current,.1.3.6.1.4.1.9.9.599.0.12,"cldcClientTrapEventTime, cldcClientUpTime, cldcClientMacAddress, cldcClientByIpAddressType, cldcClientByIpAddress, cldcClientPostureState, cldcClientProtocol, cldcClientVlanId, cldcClientPolicyType, cldcClientEapType, cldcClientStatus, cldcClientAID, cldcApMacAddress, cLApDot11IfSlotId, cldcClientSSID, cldcClientAuthenticationAlgorithm, cldcClientWepState, cldcClientEncryptionCypher, cldcClientPortNumber, cldcClientAnchorAddressType, cldcClientAnchorAddress, cldcClientEssIndex, cldcClientWlanProfileName, cldcClientWgbStatus, cldcClientWgbMacAddress, cldcClientCcxVersion, cldcClientE2eVersion, cldcClientInterface, cldcClient80211uCapable, cldcClientMobilityStatus, cldcClientRSSI, cldcClientSNR, cldcClientDataRetries, cldcClientRtsRetries, cldcClientUsername, cldcDOT11ClientReasonCode, cldcClientStatusCode, cldcClientDeleteAction, cldcClientSecurityPolicyStatus, cldcClientNacState, cldcClientLoginTime, cldcClientAssocTime, cldcClientCurrentTxRateSet, cldcClientDataRateSet, cldcClientHreapApAuth, cldccCcxFoundationServiceVersion, cldccCcxLocationServiceVersion, cldccCcxVoiceServiceVersion, cldccCcxManagementServiceVersion, cldcClientDataSwitching, cldcClientAuthentication, cldcClientByIpAddressDiscoverType, cldcClientByIpAddressLastSeen, cldcClientPowerSaveMode, cLApDot11RadioChannelNumber, cLApIfLoadChannelUtilization, cLApLocation, cLAPGroupVlanName, cLApSubMode, cldcClientIPAddress, cldcClientPolicyErrors, cldcClientPolicyManagerState, cldcClientDataBytesSent, cldcClientDataBytesReceived, cldcClientDataPacketsSent, cldcClientDataPacketsReceived, cldcClientTxDataBytesDropped, cldcClientRxDataBytesDropped, cldcClientTxDataPacketsDropped, cldcClientRxDataPacketsDropped, cldcClientSessionId",The notification shall be sent when the Station gets roamed.
ciscoLwappDot11CountryChangeNotif,CISCO-LWAPP-DOT11-MIB,current,.1.3.6.1.4.1.9.9.612.0.1,cldMultipleCountryCode,This notification is generated by the controller when the country of operation of 802.11 networks is changed  by the administrator. The new country code will be sent in  this notification.
ciscoLwappScheduledResetNotif,CISCO-LWAPP-DOWNLOAD-MIB,current,.1.3.6.1.4.1.9.9.513.4.0.1,cldlResetAlertTime,This notification  is generated if we scheduled the  status and controller is going to reboot.
ciscoLwappResetFailedNotif,CISCO-LWAPP-DOWNLOAD-MIB,current,.1.3.6.1.4.1.9.9.513.4.0.2,,This notification  is generated if we failed to schedule reset.
ciscoLwappClearResetNotif,CISCO-LWAPP-DOWNLOAD-MIB,current,.1.3.6.1.4.1.9.9.513.4.0.3,,This notification  is generated if we cancelled the scheduled reset.
ciscoLwappApAssociatedNotify,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.1,"cLApName, cLApSysMacAddress, cLApLastRebootReason, cLApDataEncryptionStatus","This notification is generated whenever an AP joins the controller successfully. This notification contains information about the last reboot reason, Data Encryption status and the MAC address of the AP."
ciscoLwappApDisassociated,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.2,"cLApName, cLApSysMacAddress, cLExtApDisassocReason",This notification is generated whenever an AP disassociate the controller successfully. This notification contains information about the last associate fail reason and MAC address of the AP.
ciscoLwappExtDot11ClientAuthenticationFailTrap,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.3,"cldcClientMacAddress, cldcApMacAddress, cldcClientSSID, cLApIfSmtDot11Bssid, bsnDot11EssSecurityAuthType, clExtClientAuthFailReason",This notification is generated whenever client Authentication failure is detected.
ciscoLwappExtDot11ClientAssocFailTrap,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.4,"cldcClientMacAddress, cLApSysMacAddress, cLWlanSsid, cLApIfSmtDot11Bssid, cLExtDot11ClientAssocFailReason",This notification is generated whenever station associtation failure is detacted.
ciscoLwappExtAdjChannelOverRssiDetected,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.5,"cLApSysMacAddress, cLExtApDetectedMacAddress, cLExtApDetectedChannel, cLApRSSI, cLApDot11RadioCurrentChannel",This notification is generated whenever an AP is detected at the Adjacent channels
ciscoLwappExtAdjChannelOverRssiRemoved,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.6,"cLApSysMacAddress, cLExtApDetectedMacAddress, cLExtApDetectedChannel, cLApDot11RadioCurrentChannel",This notification is generated whenever an AP is detected at the Adjacent channels and then subsequently if its been removed from the network.
ciscoLwappExtCurrentChannelOverRssiDetected,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.7,"cLApSysMacAddress, cLExtApDetectedMacAddress, cLExtApDetectedChannel, cLApRSSI, cLApDot11RadioCurrentChannel",This notification is generated whenever an AP is detected at the Current channels
ciscoLwappExtCurrentChannelOverRssiRemoved,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.8,"cLApSysMacAddress, cLExtApDetectedMacAddress, cLExtApDetectedChannel, cLApDot11RadioCurrentChannel",This notification is generated whenever an AP is detected at the Current channels and then subsequently if its been removed from the network.
ciscoLwappExtClientOverRssiDetected,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.9,"cLApDot11RadioMACAddress, cLApDot11RadioChannelNumber, cLExtApDetectedMacAddress, cldcClientMacAddress, cLApIfSmtDot11Bssid, cLExtApDetectedChannel",This notification is generated when a client's rssi  exceeds threshold configured add to network.  The details of AP and  Clients is sent in the notification.
ciscoLwappExtClientOverRssiRemoved,CISCO-LWAPP-EXT-MIB,current,.1.3.6.1.4.1.9.9.9998.0.10,"cLApDot11RadioMACAddress, cLApDot11RadioChannelNumber, cLExtApDetectedMacAddress, cldcClientMacAddress, cLApIfSmtDot11Bssid, cLExtApDetectedChannel",This notification is generated when a client's rssi  exceeds threshold configured removed from network.  The details of AP and  Clients is sent in the notification.
cLHaSecondaryControllerUsageTrap,CISCO-LWAPP-HA-MIB,current,.1.3.6.1.4.1.9.9.198888.0.3.1,"cLHaSecondaryControllerUsageTrapType, cLHaSecondaryControllerUsageDayCounter, sysName",This notification is sent on the event of a generic failure between the active and standby unit
cLHaRFSwapInfoTrap,CISCO-LWAPP-HA-MIB,current,.1.3.6.1.4.1.9.9.198888.0.3.2,"cLHaRFStatusUnitIp, cRFStatusUnitState, cLHaPeerIpAddress, cRFStatusPeerUnitState","The notification is sent by the active redundant unit whenever its RF state changes or the RF state of the peer unit changes.  To avoid a flurry of notifications for all state transitions, notifications will only be sent for transitions to the following RF states: disabled (for the peer state) standbyCold standbyHot active activeExtraload"
cLHaBulkSyncCompleteTrap,CISCO-LWAPP-HA-MIB,current,.1.3.6.1.4.1.9.9.198888.0.3.3,cLHaBulkSyncCompleteEventStr,The notification is sent by the Active redundant unit whenever the BulkSync to peer is complete
cLHaPeerHotStandbyTrap,CISCO-LWAPP-HA-MIB,current,.1.3.6.1.4.1.9.9.198888.0.3.4,cLHaPeerHotStandbyEventStr,The notification is sent by the Active redundant unit whenever its peer unit turned Hot-Standby
ciscoLwappIdsShunClientUpdate,CISCO-LWAPP-IDS-MIB,current,.1.3.6.1.4.1.9.9.519.0.1,cLIdsClientTimeRemaining,"This notification is sent by the agent with  cLIdsClientTimeRemaining indicating a value greater than 0, whenever it adds a row to cLIdsClientExclTable.  The agent also sends this notification with cLIdsClientTimeRemaining equal to 0, when it removes a row from cLIdsClientExclTable. "
ciscoLwappInterfaceAddressChanged,CISCO-LWAPP-INTERFACE-MIB,current,.1.3.6.1.4.1.9.9.686.0.1,"clInterfaceName, cLInterfacePreviousAddressType, cLInterfacePreviousAddress, cLInterfaceCurrentAddressType, cLInterfaceCurrentAddress",This notification is generated after the address of an interface is changed.
ciscoLwappInterfaceIpv6AddressStatus,CISCO-LWAPP-INTERFACE-MIB,current,.1.3.6.1.4.1.9.9.686.0.2,"clInterfaceName, clInterfacePrimaryIpv6AddrStatus, cLInterfaceCurrentAddressType, cLInterfaceCurrentAddress",This notification is generated after the Ipv6 address status is changed
ciscoLwappMeshBatteryAlarm,CISCO-LWAPP-MESH-BATTERY-MIB,current,.1.3.6.1.4.1.9.9.620.0.1,"cLApName, clMeshNodeBatteryStatus","This notification is sent by the agent when the value of clMeshNodeBatteryStatus has been changed from 'normal' to one of the abnormal values ('overloaded', 'low', 'acfail', 'replace', 'missing')."
ciscoLwappMeshAuthFailure,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.1,"clMeshNodeMacAddress, clMeshAuthFailureReason",A mesh node can fail to authorize if the MAC address of mesh node is not in the MAC filter list or security  failure by authentication server. Reason is specified by  'clMeshAuthFailureReason'. This notification is sent by  the agent when number of failures exceeds threshold  defined by object 'clMeshMeshNodeAuthFailureThreshold'.  Object 'clMeshAuthFailureNotifEnabled' controls the  generation of this notification.
ciscoLwappMeshChildExcludedParent,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.2,"clMeshNodeParentMacAddress, clMeshPreviousParentMacAddress, cLApName",This notification will be sent by agent when child mesh node exceeds threshold limit of number of  discovery response timeouts defined by object  'clMeshMeshChildAssociationFailuresThreshold'. The  child mesh node will not try to associate excluded  parent mesh node for the interval defined by object  'clMeshMeshChildExcludedParentInterval'.  The child mesh node will remember the excluded parent  MAC address and when it joins the network it will  inform the controller.   'cLApName' specifies child mesh node name. Child MAC  address is sent as part of index. Object  'clMeshChildExcludedParentNotifEnabled' controls the  generation of this notification.
ciscoLwappMeshParentChange,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.3,"clMeshNodeParentMacAddress, clMeshPreviousParentMacAddress, cLApName",This notification is sent by the agent when a child mesh node changes its parent. Child mesh node will  remember its previous parent and when it joins the  network it will inform controller about change  of its parent. 'cLApName' specifies child mesh node  name. Child mesh node MAC address is sent as part of  index. Object 'clMeshParentChangeNotifEnabled' controls  the generation of this notification.
ciscoLwappMeshChildMoved,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.4,"clMeshNeighborType, cLApName",This notification is sent by the agent when a parent mesh node loses connection with its child mesh node.  'cLApName' specifies parent mesh node name. Parent and  child MAC address are sent as part of index. Object  'clMeshChildMovedNotifEnabled' controls  the generation of this notification.
ciscoLwappMeshExcessiveParentChange,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.5,"clMeshNeighborType, cLApName",This notification is sent by the agent when child mesh node changes its parent frequently. Each  mesh node keeps count of number of parent changes  in fixed time. If it exceeds the threshold defined  by 'clMeshExcessiveParentChangeThreshold' then child  mesh node informs the controller. 'cLApName' specifies  child mesh node name. Child and Parent MAC address are  sent as part of index. Object  'clMeshExcessiveParentChangeNotifEnabled' controls  the generation of this notification.
ciscoLwappMeshOnsetSNR,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.6,"clMeshNeighborLinkSnr, cLApName",This notification is sent by the agent when child mesh node detects lower SNR on backhaul link then  defined by object 'clMeshSNRThresholdOnset'. SNR  value is checked after interval defined by object  'clMeshSNRCheckTimeInterval'.  'ciscoLwappMeshAbateSNR' notification will be sent  to clear this notification. 'cLApName' specifies  child mesh node name. Child and parent MAC address  are sent as part of index. Object  'clMeshPoorSNRNotifEnabled' controls the generation  of this notification.
ciscoLwappMeshAbateSNR,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.7,"clMeshNeighborLinkSnr, cLApName",This notification is sent by the agent to clear 'ciscoLwappMeshOnsetSNR' notification when child mesh  node detects SNR on backhaul link is higher then the object defined by 'clMeshSNRThresholdAbate'. SNR  value is checked after interval defined by object  'clMeshSNRCheckTimeInterval'.  'cLApName' specifies child mesh node name. Child and parent MAC address are sent as part of index. Object 'clMeshPoorSNRNotifEnabled' controls the  generation of this notification.
ciscoLwappMeshConsoleLogin,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.8,"clMeshNodeMacAddress, clMeshConsoleLoginStatus, cLApName",This notification is sent by the agent when login on MAP console is successful or failure after three attempts. 'cLApName' specifies mesh node name. Object 'clMeshConsoleLoginNotifEnabled' controls the  generation of this notification.
ciscoLwappMeshDefaultBridgeGroupName,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.9,"cLApName, clMeshNodeParentMacAddress",This notification is sent by the agent when MAP mesh node joins parent using 'default' bridge  group name. The child node mac address is sent as the index of cLApName.
ciscoLwappMeshExcessiveHopCount,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.10,"cLApName, clMeshNodeHops","This notification is sent by the agent when the number of hops from the MAP node to the RAP exceeds the threshold defined by  'clMeshExcessiveHopCountThreshold'. The MAP MAC address is sent as part of the index. These alarms are raised once in three minutes, the periodicity of AP sending the statistics to WLC."
ciscoLwappMeshExcessiveChildren,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.11,"cLApName, clMeshNodeRole, clMeshNodeChildCount","This notification is sent by the agent when the child count exceeds clMeshExcessiveRapChildThreshold for a RAP and clMeshExcessiveMapChildThreshold for a MAP. The node MAC address is sent as a part of the index. These alarms are raised once in three minutes, the periodicity of AP sending the statistics to WLC."
ciscoLwappMeshOnsetHighSNR,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.12,"clMeshNeighborLinkSnr, cLApName","This notification is sent by the agent when child mesh node detects higher SNR on backhaul link then  defined by object 'clMeshHighSNRThresholdOnset'. SNR  value is checked after interval defined by object  'clMeshSNRCheckTimeInterval'.  'ciscoLwappMeshAbateHighSNR' notification will be sent  to clear this notification. 'cLApName' specifies  child mesh node name. Child and parent MAC address  are sent as part of index. Object  'clMeshHighSNRNotifEnabled' controls the generation  of this notification. These alarms are raised once in three minutes, the periodicity of AP sending the statistics to WLC."
ciscoLwappMeshAbateHighSNR,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.13,"clMeshNeighborLinkSnr, cLApName","This notification is sent by the agent to clear 'ciscoLwappMeshOnsetSNR' notification when child mesh  node detects SNR on backhaul link, which is lower than the object defined by 'clMeshHighSNRThresholdAbate'. SNR  value is checked after interval defined by object  'clMeshSNRCheckTimeInterval'.  'clMeshNeighborLinkSnr' represents the SNR value seen by this mesh node from neighbor mesh node. 'cLApName' specifies child mesh node name. Child and parent MAC address are sent as part of index. Object 'clMeshHighSNRNotifEnabled' controls the  generation of this notification."
ciscoLwappMeshTemperatureStateChange,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.14,"clMeshNodeMacAddress, clMeshNodePrevTemperatureState, clMeshNodeNewTemperatureState",This notification is sent by the agent when there is a change occurred in the temperature state of the Mesh AP.
ciscoLwappMeshPskKeyAuthFailure,CISCO-LWAPP-MESH-MIB,current,.1.3.6.1.4.1.9.9.616.0.15,"clMeshNodeParentMacAddress, clMeshNodeMacAddress",This notification is sent by the agent when mesh node fail to join to controller with PSK Key present on the Mesh AP.
ciscoLwappMeshQueueOverflow,CISCO-LWAPP-MESH-STATS-MIB,current,.1.3.6.1.4.1.9.9.617.0.1,"cLApName, clMeshNodePktQueuePeak, clMeshNodePktQueuePktsDropped","This notification is sent by the agent when a queue overflows and as a result packets get dropped. After each time interval, defined by object  'clMeshNodeStatsTimeInterval', mesh node sends its  queue statistics to the controller which also includes  cumulative number of packets dropped, defined by object  'clMeshNodePktQueuePktsDropped'. If the packets dropped  is higher than the previous time notification generated  then this notification is raised.."
ciscoLwappMeshExcessiveAssociation,CISCO-LWAPP-MESH-STATS-MIB,current,.1.3.6.1.4.1.9.9.617.0.2,"cLApName, clMeshNodeAssociationCount",This notification is sent by the agent when cumulative association counter at parent mesh node exceeds value configured in 'clMeshNodeExcessiveAssociationThreshold'. cLApName is the name of the parent mesh node.
ciscoLwappMeshSecBackhaulChange,CISCO-LWAPP-MESH-STATS-MIB,current,.1.3.6.1.4.1.9.9.617.0.3,"clMeshInitiatingApName, cLApName, clMeshNodeBackhaul, clMeshNodeSecBackhaulCount",This notification is sent by the agent when the MAP identified by clApName intiates the backhaul change from primary to secondary. cLApName identifies the AP that receives the change.  The MAC address of the initiating AP is sent as a part of the index of clMeshNodeBackhaul. clMeshNodeBackhaul identifies the secondary backhaul channel used. The MAC address of the receiving AP is sent as a part of the index of cLApName.
ciscoLwappMeshRadioRoleChange,CISCO-LWAPP-MESH-STATS-MIB,current,.1.3.6.1.4.1.9.9.617.0.4,"cLApName, cLApDot11RadioRole",This notification is sent by the agent when the mesh radio role is set or unset.
ciscoLwappMfpProtectConfigMismatch,CISCO-LWAPP-MFP-MIB,current,.1.3.6.1.4.1.9.9.518.0.1,"cLApMacAddress, cLApDot11IfSlotIdx, cLWlanIdx, cLMfpProtectionEnable, cLMfpApIfMfpProtectionActual, cLApName",This notification is sent by the agent when the controller detects that the AP couldn't apply the protection configuration to the specific radio interface for the specified WLAN.  The controller detects the mismatch by matching the MFP configuration requested to be applied with the configuration  returned in the acknowledgement as having been applied to the radio interface. The controller also generates this notification to indicate that  configuration mismatch is cleared when the  values of cLMfpProtectionEnable and cLMfpApIfMfpProtectionActual are found to be the same.  This notification is generated by the controller only if MFP has been configured as the protection mechanism through cLMfpProtectType. 
ciscoLwappMfpValidationConfigMismatch,CISCO-LWAPP-MFP-MIB,current,.1.3.6.1.4.1.9.9.518.0.2,"cLApMacAddress, cLMfpApMfpValidationEnable, cLMfpApMfpValidationActual, cLApName",This notification is sent by the agent when the controller detects that the AP couldn't configure itself with the MFP signature validation  configuration.  The controller detects the mismatch by  matching the MFP configuration requested to be applied with the configuration returned in the acknowledgement as having been configured by the AP.  The controller also generates this notification to indicate that  configuration mismatch is cleared when the values of cLMfpApMfpValidationEnable and cLMfpApMfpValidationActual are found to be the same.  This notification is generated by the controller only if MFP has been configured as the protection mechanism through cLMfpProtectType. 
ciscoLwappMfpTimebaseStatus,CISCO-LWAPP-MFP-MIB,current,.1.3.6.1.4.1.9.9.518.0.3,cLMfpCtrlTimeBaseStatus,"This notification is sent by the agent to indicate the controller's status of synchronization of its timebase with that of a central timebase.  The notification is sent once after the controller comes up and thereafter, it is sent everytime the status changes. "
ciscoLwappMfpAnomalyDetected,CISCO-LWAPP-MFP-MIB,deprecated,.1.3.6.1.4.1.9.9.518.0.4,"cLApMacAddress, cLApDot11IfSlotIdx, cLApIfSmtDot11Bssid, cLMfpEventType, cLMfpEventTotal, cLMfpEventPeriod, cLMfpEventFrames","This notification is sent by the agent when the  MFP configuration of the WLAN was violated by the  radio interface cLApIfSmtDot11Bssid and detected by  the radio interface cLApDot11IfSlotId of the AP  cLApMacAddress.  The violation is indicated by cLMfpEventType.  Through this notification, the controller reports the NMS the occurrence of a total of cLMfpEventTotal volation events, of type cLMfpEventType, upon observing the management frame(s) indicated by cLMfpEventFrames for the last cLMfpEventPeriod time units.  When cLMfpEventTotal is 0, it indicates that no further anomalies have recently been detected and that the NMS should clear any alarm raised about the MFP errors.  This notification is generated by the controller only if MFP has been configured as the protection mechanism through cLMfpProtectType. "
ciscoLwappMfpAnomalyDetected1,CISCO-LWAPP-MFP-MIB,current,.1.3.6.1.4.1.9.9.518.0.5,"cLApMacAddress, cLApDot11IfSlotIdx, cLApIfSmtDot11Bssid, cLMfpEventType, cLMfpEventTotal, cLMfpEventPeriod, cLMfpEventFrames, cLClientLastSourceMacAddress, cLApName","This notification is sent by the agent when the  MFP configuration of the WLAN was violated by the  radio interface cLApIfSmtDot11Bssid and detected by  the radio interface cLApDot11IfSlotId of the AP  cLApMacAddress.  The violation is indicated by cLMfpEventType.  Through this notification, the controller reports the NMS the occurrence of a total of cLMfpEventTotal volation events, of type cLMfpEventType, upon observing the management frame(s) indicated by cLMfpEventFrames for the last cLMfpEventPeriod time units.  When cLMfpEventTotal is 0, it indicates that no further anomalies have recently been detected and that the NMS should clear any alarm raised about the MFP errors.  cLClientLastSourceMacAddress is used only when the  controller generates notifications about client-related  attacks. The controller will populate zeros as the value  for cLClientLastSourceMacAddress when reporting anomalies  sourced by infrastructure devices.  This notification is generated by the controller only if MFP has been configured as the protection mechanism through cLMfpProtectType. "
ciscoLwappMobilityControlPathDown,CISCO-LWAPP-MOBILITY-EXT-MIB,current,.1.3.6.1.4.1.9.9.999999.0.1,"cLMobilityExtNotifyObjectSourceIPAddressType, cLMobilityExtNotifyObjectSourceIPAddress, cLMobilityExtNotifyObjectSourceType, cLMobilityExtNotifyObjectDestinationType",This notification is sent by the agent when a mobility control path goes down.
ciscoLwappMobilityControlPathUp,CISCO-LWAPP-MOBILITY-EXT-MIB,current,.1.3.6.1.4.1.9.9.999999.0.2,"cLMobilityExtNotifyObjectSourceIPAddressType, cLMobilityExtNotifyObjectSourceIPAddress, cLMobilityExtNotifyObjectSourceType, cLMobilityExtNotifyObjectDestinationType",This notification is sent by the agent when a mobility control path goes up.
ciscoLwappMobilityDataPathDown,CISCO-LWAPP-MOBILITY-EXT-MIB,current,.1.3.6.1.4.1.9.9.999999.0.3,"cLMobilityExtNotifyObjectSourceIPAddressType, cLMobilityExtNotifyObjectSourceIPAddress, cLMobilityExtNotifyObjectSourceType, cLMobilityExtNotifyObjectDestinationType",This notification is sent by the agent when a mobility data path goes down.
ciscoLwappMobilityDataPathUp,CISCO-LWAPP-MOBILITY-EXT-MIB,current,.1.3.6.1.4.1.9.9.999999.0.4,"cLMobilityExtNotifyObjectSourceIPAddressType, cLMobilityExtNotifyObjectSourceIPAddress, cLMobilityExtNotifyObjectSourceType, cLMobilityExtNotifyObjectDestinationType",This notification is sent by the agent when a mobility data path goes up.
